4000 30000
33 3929 946580
2448 2787 197383
2257 2303 522762
1264 1267 906432
1353 3480 916990
1133 2470 744127
2879 3179 852188
2482 3643 905184
1723 1788 130166
451 3365 903796
732 1153 996181
3179 3733 171319
1116 1482 629576
3100 3878 83191
2579 2663 224896
63 3653 611365
132 2941 150543
321 1774 702186
1857 3561 368260
23 2926 348710
78 172 277441
163 705 736620
24 1630 926453
1508 1600 373552
170 1144 104482
174 2040 864897
306 1405 831837
300 626 61963
2482 2838 37523
2856 3098 52800
3027 3809 941230
1250 3731 649392
2222 3755 891021
675 1706 188880
2579 3201 449401
1240 3062 589575
2996 3959 869880
148 3296 658857
2111 2485 345338
1583 3987 92193
787 1391 319572
2017 2992 507302
1566 3761 859408
2240 3135 489114
15 1171 512314
232 1417 153906
542 2992 25253
1041 1224 760548
81 3504 127385
1771 3490 944967
628 2316 594709
1888 2645 354052
1543 2757 959617
951 1891 337857
2065 2258 895027
2732 3674 735610
638 3017 724503
592 1891 693543
672 2792 221046
2442 2529 860887
1109 3496 149515
2205 2997 544511
257 891 695267
1841 3875 525510
258 2084 707767
1463 2989 691440
1425 3978 98808
1928 2220 283399
1363 3823 420422
870 3891 855215
2109 3738 196323
1942 3624 279671
135 2551 612561
2777 3755 570754
1212 1265 127011
1032 3026 826351
450 824 822680
2729 3632 624899
2551 3383 542614
3772 3805 186856
1881 3020 502594
1856 3695 600887
1991 3367 835789
280 2097 650565
3034 3361 932128
744 2045 59153
396 1567 283602
1550 3428 846330
680 932 957233
1088 3294 321004
107 2502 831236
153 1448 121092
2336 3519 251434
2477 3799 917530
1395 3184 161242
1229 1523 173985
677 1976 679903
631 1404 261452
2083 3314 234735
547 1728 503822
581 1903 440280
1140 2029 240432
716 2584 183951
2370 3192 916101
586 3900 491284
1494 2461 552864
3137 3831 927192
119 3734 436947
1186 3432 223381
273 330 829108
95 2233 990040
375 3724 176068
1159 2659 537135
1028 1110 392679
1279 1563 909616
1200 2772 20076
2064 2602 299564
1608 2687 31683
224 2555 579114
496 1936 931796
590 3396 894380
1316 1437 298103
1857 2474 813113
2993 3936 658140
1850 3672 783418
1288 3049 866541
1365 1465 81494
929 3072 108180
964 1627 240755
431 3562 681250
227 2958 966191
394 2607 19506
1062 2602 114331
1594 2175 434618
667 1617 896468
437 2905 23868
621 2978 853332
824 1901 828404
1356 2865 902382
2111 3647 265943
3361 3873 297252
1552 2479 469997
1410 3892 476599
93 2418 370544
2712 3084 28161
3180 3520 875417
2849 3048 416037
733 3672 982289
1027 1489 89505
3489 3871 833151
2166 2849 145023
752 3771 435853
1768 2513 520096
2719 2957 694513
1264 1668 133596
1199 1777 653467
599 1194 604315
1331 1583 100338
2819 3872 249716
1730 3041 293204
1206 2881 428404
257 976 621507
462 3096 408371
559 1814 903328
3072 3429 540995
1021 1205 734194
2398 2488 23144
332 2804 228474
204 3494 727644
1211 2285 906684
1165 2415 547889
1773 3172 981217
679 2235 160312
1051 2793 594477
379 2216 654258
1726 3236 851462
1724 3920 94212
879 3064 798543
724 3890 463098
1934 3534 177382
701 2218 290899
2108 3872 948671
550 3677 619257
1600 3989 306401
2330 2466 704617
56 724 980204
327 539 270279
3103 3743 695509
1646 3632 356233
1097 3518 502166
1735 2479 942866
194 1730 623089
2402 3870 131639
210 1659 909590
61 3028 860272
1030 3751 8327
641 1234 120653
3514 3743 736747
1741 3375 52379
3189 3608 344248
1667 2127 969982
1345 3749 26528
435 2150 462397
74 160 470607
572 2016 645634
1601 2288 641736
2615 3187 826729
3052 3621 294823
720 2426 844563
1099 2386 971751
512 1699 853770
1856 3682 781518
2290 2562 220019
959 2715 788530
731 3918 277102
1904 3370 423054
2337 3993 690240
2309 3074 381643
1897 3028 676421
479 2813 930806
2177 2916 163317
686 1858 833172
771 2556 79814
1730 2927 518528
1999 3458 91610
255 560 142980
599 3614 197316
2207 3672 407976
202 1568 479003
380 623 495481
3296 3429 801658
333 3098 883867
271 3241 768638
85 2167 434719
1976 2965 869069
2535 2576 717323
1908 2501 653921
1059 3576 21944
1260 3552 83512
2235 2555 232243
1663 2037 923538
47 1113 560223
1383 3914 407463
552 1819 717981
1135 3623 763957
62 693 338843
1969 2016 349343
290 1544 34753
1447 2234 260365
2 2098 702599
2342 2390 808613
2232 2436 741725
2455 2701 851459
2270 3605 217629
252 3227 358764
561 3919 882825
2287 3404 449146
1100 2928 255041
1513 3853 708488
218 3611 804841
2304 3169 39582
535 3783 214369
1860 2990 213069
1320 1611 837025
1862 2949 488252
2065 2774 68522
1243 2178 295160
2741 3277 338439
1782 3481 703952
51 2622 507914
3219 3463 466217
3353 3397 18751
1213 1766 242092
2884 3188 543703
213 2184 157916
601 817 848690
1340 1843 954867
583 852 858495
2716 3292 594327
1338 3596 906377
1152 3510 529948
901 2079 273652
830 2666 879216
1853 2923 198099
2418 2978 480635
894 3234 569235
573 1584 863077
803 1777 844011
1420 3298 767078
1367 1626 340767
355 876 886271
2655 3306 443171
135 660 742188
3409 3876 480041
2328 2386 526458
2963 3632 369691
198 1215 594616
2018 3627 12744
1667 3990 446163
3068 3644 147881
351 3836 76756
2459 3357 248061
16 1630 680547
244 3818 616308
211 2571 599045
1533 3021 786676
1065 2082 27891
33 1708 310260
777 1697 492278
1116 3292 651922
1303 3173 244624
281 3761 283980
694 1742 559996
1593 1912 468239
1901 2122 206809
947 1495 772693
2559 3623 735126
2591 3866 957185
2478 3719 799233
2757 3010 28348
2534 2679 18003
3166 3303 621763
3635 3859 831857
1451 3631 357768
222 3704 195889
650 3383 421735
428 624 372293
842 3554 191235
739 3319 374953
2075 3972 402314
673 1105 904847
759 2676 992012
394 439 428222
296 376 894025
598 2416 5728
2658 3980 878729
393 408 299704
313 687 296545
1052 3922 695864
1375 2876 989938
1542 2047 863395
722 2390 528153
1513 2754 300898
2160 3329 225274
576 1354 802223
3233 3434 722202
2163 3625 306961
663 1867 775274
585 2765 600677
2629 3812 66051
919 1353 716098
94 666 85171
820 3200 278683
2070 2528 644843
233 3344 541418
1919 3666 197002
474 2180 626
398 3435 357289
3061 3162 458225
90 2142 162036
2494 3061 903740
78 2944 588186
115 897 207385
2799 3319 222264
3014 3994 10496
933 1764 610513
1406 2766 384692
1192 3744 149089
253 1033 200251
694 3258 750392
1646 3187 305804
1739 2130 729882
1925 2245 67130
1395 1662 134800
1740 3926 641814
2774 3503 906746
1287 2268 168151
2011 2331 249342
3396 3420 441946
23 3005 346640
1003 2768 62178
924 2741 788308
1017 2806 642904
2289 2678 388298
1089 2955 702037
2080 2903 641891
2001 3718 372158
2048 2152 442520
1467 3847 210267
1490 2145 617272
609 785 374626
1532 2964 353366
690 3624 690734
2528 2978 77763
418 3178 736717
1567 3673 227148
1673 3458 126865
177 3968 336912
375 2840 6378
1108 2519 368219
2732 3656 172827
1358 2971 758711
2594 2724 339400
1473 1810 14729
650 3573 403146
290 2216 179170
1673 3790 733195
1640 2655 749723
479 3567 478097
1938 2297 392967
669 2869 324622
48 2026 367944
1101 2759 794889
2511 2910 248361
1240 2482 633010
387 3123 683577
2912 3909 9249
1104 1566 531240
1484 2827 692071
133 1276 702008
2244 3353 694677
3218 3752 561054
2511 3163 138155
1021 2052 633064
2613 2766 639898
3351 3776 379020
3259 3354 593932
715 955 927849
548 3541 717685
619 1169 486169
2627 3764 601521
1656 2981 269272
2495 2711 248134
899 1218 877507
2634 3664 172119
2532 3791 51469
1553 3496 211079
451 3837 867793
38 998 287686
1723 1968 948854
946 3892 276969
1765 2602 563949
1664 3038 726796
2881 3172 527694
1031 1514 247709
46 1150 3499
971 1950 994995
51 2138 747797
196 2175 793146
250 3882 823113
141 1088 56058
2057 2258 703011
1295 2359 808674
818 1155 27554
1201 2201 25420
910 3350 925817
673 761 107766
108 1075 714255
1270 3905 640429
1403 1504 636678
516 2591 189171
575 1000 899428
3358 3938 553074
613 864 398243
519 2064 312443
1939 3325 467793
108 437 464817
226 545 481891
801 2481 903160
2204 2911 532663
3071 3941 835606
1112 3997 572605
892 3935 823962
547 1966 832825
210 1065 643240
653 3356 986564
798 3815 415352
41 1615 891896
2873 3506 196697
1783 3019 639252
2076 3682 526322
3187 3288 430319
79 245 54253
207 2396 723151
1384 2605 948215
624 3610 303922
759 3540 716089
2374 2893 776129
2231 2789 231001
1601 3838 721136
1635 3442 883211
1274 1765 422749
436 1519 239179
1725 3041 885575
2192 3461 276531
84 2759 724492
2682 3976 697251
2771 2868 175976
2008 3252 642558
2198 2605 159
93 1639 297793
3304 3755 371066
542 2406 308936
1585 3582 902661
1773 3512 50473
44 532 846556
536 3565 826531
2139 2687 405750
2115 2290 959758
674 894 234307
987 1185 352297
642 2978 356404
2396 3399 676945
984 3333 884527
847 2346 218651
819 890 627534
1778 3727 931450
2611 3916 846488
361 2383 148777
471 3056 102023
240 2778 427361
3428 3569 524354
2316 3832 815753
777 2000 57088
345 1656 133934
660 1515 839176
194 1594 380953
204 3997 489220
916 2485 823602
1739 3615 543009
516 1638 647600
295 1351 951520
126 1705 825836
903 1810 95835
2898 2910 180532
833 3569 130398
115 361 791991
463 1314 24546
2886 2947 717462
2841 2913 379552
550 1850 212419
1803 2252 84714
309 1675 352839
2118 3863 210093
51 1368 57355
583 2552 596923
2912 3333 5389
577 3677 697851
223 3462 37150
2037 2302 172062
504 1589 720964
2009 2658 111215
332 2723 899875
195 3914 869993
245 2008 627712
1179 3363 274263
511 638 165174
539 2380 714102
583 1114 377563
1733 3150 528217
1091 2148 192720
3112 3451 567729
2525 2679 572060
2438 2555 580606
797 900 689202
511 964 78380
1501 3227 911243
232 753 979781
814 2855 824894
770 2899 680396
987 1046 925838
157 2059 773640
1788 3187 792164
2093 2201 366953
2807 3344 708102
10 307 872964
2742 3885 458464
637 2337 19047
2471 3843 219861
613 3717 130759
465 1599 923804
10 2303 836312
1797 3943 495850
349 459 285943
3156 3413 109286
3517 3867 109945
831 2610 45829
947 3648 114818
2695 3769 514660
2556 3485 655624
1667 3950 549575
1471 2604 905584
2135 2547 291380
1986 3005 828081
281 2769 63588
1919 2635 203456
3818 3864 326065
2046 3465 375363
864 2511 331131
1419 3524 50968
3085 3149 698917
724 908 233520
2308 3042 428418
1379 2040 75775
1659 2473 542543
2061 3578 569530
1517 3793 29699
1838 3935 865163
2701 3298 127673
2577 2782 37091
1725 2102 240528
1371 2800 145435
1459 2891 104476
3662 3850 646207
2323 3437 23865
383 2332 895794
214 2252 855587
1913 2186 981776
1835 3076 356477
968 3102 43405
545 3069 665481
439 1073 772280
2860 3682 302090
3343 3689 546291
1896 3131 816613
1814 2113 209348
1908 2028 927951
1847 3940 782136
3368 3623 179970
452 2821 485290
3717 3857 716358
1142 1690 121149
1 1970 933182
412 3689 64524
1584 2704 140006
3317 3697 185819
1017 1956 287846
154 968 992138
3456 3776 647505
580 3779 930677
788 1069 362393
1779 2478 699534
799 2928 87535
110 1211 147223
266 986 41159
992 3934 793207
951 3164 815514
2270 3010 963667
1726 3500 735794
1504 3005 488373
1682 2924 297513
76 702 312342
3630 3962 821492
91 3497 127054
1429 3073 775319
584 2420 99253
1935 2143 824555
1297 1657 362824
796 1324 528901
1118 3801 986404
1834 1844 253327
2261 3709 46029
51 2223 2010
1895 2071 54452
950 1495 267880
269 2078 298652
220 3522 332586
429 2228 173882
3254 3551 814678
155 1021 418830
2864 2912 400663
591 2924 155276
2972 2974 865850
1220 1334 619920
2169 3787 113767
2438 3667 355844
2311 2319 688416
2740 3258 410643
1140 2345 2546
170 2851 683566
1762 3000 974781
16 2705 173704
1676 3644 109029
1494 3010 602248
1766 2796 780417
2814 3533 935206
1485 3730 165868
146 742 296959
2233 3141 691303
1687 2403 910506
1253 1754 908267
34 1769 486971
1412 1738 208999
2767 3257 560008
1023 1368 627155
907 1785 161968
636 1343 979452
781 3211 928545
274 523 666778
178 1960 525180
2684 3565 955285
3304 3950 325054
2040 2627 338817
1158 3626 346074
2525 3634 999448
661 3141 896354
1110 2003 908990
914 1566 242122
1460 2088 306395
590 2265 620707
1301 2122 868623
604 1407 508572
2461 3230 746963
1631 2856 660121
57 2841 882997
1982 3505 679658
3443 3859 501660
356 1201 547577
2167 3676 598016
2071 3108 344281
1229 3130 729581
2636 3753 178536
678 1448 661765
3078 3993 904620
114 3134 499813
2990 3112 558146
3122 3201 241588
753 1134 562295
428 712 448814
2728 2851 567921
1980 3361 961150
1294 2085 583785
3114 3830 793584
1596 3106 896662
2568 3572 788147
2381 3035 467489
527 2156 831041
2467 3289 787793
763 4000 96221
1577 3080 579071
1498 2440 373402
3000 3734 831486
2785 3915 10951
370 1510 142409
430 1384 885980
1883 3162 641014
1724 3689 87169
765 2507 758809
559 3269 170809
1132 1197 470240
203 3047 968679
1605 2046 944764
831 1444 577031
747 1552 494540
3156 3287 667321
1136 1521 562483
2502 3597 738171
361 2023 468677
833 1271 316298
2402 3994 213494
2234 2956 244540
561 3265 886938
382 2356 691768
1413 3102 1671
305 2258 713309
3627 3745 131181
2110 2247 722777
269 633 835490
1453 1662 740760
1446 1960 567514
31 3807 378469
699 3296 63381
29 3637 453736
1441 3757 593190
1745 1780 591447
1723 3441 883543
2623 3832 77789
464 1752 810410
1242 2478 323862
437 2003 821660
595 1869 257690
338 1646 116985
1634 3720 377013
1456 1743 614805
2998 3522 324902
2445 3315 174624
1937 1989 242808
130 3688 267623
1282 2892 234100
2755 3636 974889
767 1504 703483
1841 2457 213480
1912 3795 875466
1160 3368 381208
2717 3966 248729
1162 1220 740395
196 3502 438331
3004 3983 614371
2628 2875 587652
728 1981 131639
3099 3617 781142
1555 3453 947334
1285 1349 177246
751 2861 440965
1959 2826 331681
397 3041 957194
592 3436 201047
2120 3596 141030
843 2575 620256
847 3302 962588
486 3271 989686
1628 3075 475592
359 1314 20941
1462 2560 551801
3772 3877 682978
2812 3559 255726
753 2600 928317
719 1801 976264
1561 3183 150838
2759 3791 686140
2379 3244 589762
417 1223 565188
9 2536 825898
1302 1448 247359
1324 1455 727131
433 882 30294
511 1987 380893
139 829 249963
1093 3321 251875
3111 3932 490633
1841 2424 97876
538 2609 371098
1726 2617 773986
3624 3919 967433
1373 2984 425108
2158 2467 445990
761 2668 536328
2007 3848 864466
941 3970 87786
198 1224 859248
2831 3999 141440
536 1060 924048
510 2261 199016
2236 2496 987286
1571 2281 357011
37 3390 507520
1150 1732 178187
2060 3156 846387
2526 3125 939327
2664 3322 156902
2264 2505 668900
56 3564 97787
73 456 976047
2921 3472 162282
1201 2759 903853
122 942 444241
2673 3642 297390
1084 1829 360545
568 3961 400022
247 2976 667695
1149 1239 170551
1646 2401 490114
188 2101 546539
235 1573 597459
683 2870 126659
804 3075 591953
445 3668 922977
1059 2625 656061
1956 3193 172021
2330 3439 591349
940 2378 740587
929 3340 826585
3044 3528 740685
114 1583 714609
3335 3394 219291
2053 2761 644446
2358 2429 981242
1336 3839 407867
1397 1794 803411
476 1770 590849
1119 2853 959788
2059 3781 95480
644 3176 63007
1110 1681 871120
291 503 714807
2556 3934 981567
381 1265 631995
1623 2600 479833
348 1842 401979
1253 2118 798454
455 3588 853306
243 1998 737086
75 2641 456262
674 3082 557371
964 2555 154226
897 1362 340781
1629 3281 774397
3252 3277 828997
1093 3462 193344
1441 2346 555813
2800 3895 991401
1201 3394 273398
2640 3821 228391
2902 3254 597064
977 1808 94027
3203 3521 971275
336 2802 356904
2430 2734 748507
83 1891 37599
1427 3332 60296
1241 3226 407447
779 994 555193
2392 3770 599013
2783 3375 118266
199 351 500426
2226 3906 943946
593 1854 946747
2758 3678 657176
3265 3760 71419
1187 1216 558750
1865 2779 950327
1312 3772 99457
857 2163 743226
222 1298 886952
1496 2489 571655
74 2915 951560
1927 3213 916504
1036 1961 208182
652 3489 171941
1867 3260 517479
2010 3731 284257
690 1395 496380
147 2251 394543
2825 3726 756192
1313 2678 662039
579 2333 722464
2245 3791 908742
2103 2750 577777
1944 2932 510780
1203 2873 712647
705 3213 792729
962 3902 158475
400 1343 365078
125 238 527902
782 2803 765214
1487 3173 93792
1638 3732 457582
2380 2481 836037
510 1412 369980
636 3290 647182
289 1340 742746
1019 2654 90647
348 3846 339399
924 937 199523
826 1718 590677
890 2040 568164
184 2879 599895
1259 2119 602375
2120 2156 300138
136 1409 348773
2050 3670 298465
2417 3420 917118
1416 3265 217465
189 815 626753
339 1014 868470
3368 3406 153711
3532 3941 688590
2059 3427 898200
566 2154 876671
1053 2292 102079
723 3418 836128
1883 3139 871547
906 3353 883164
1170 1721 203352
2411 3923 876365
745 1778 183770
1310 2808 735711
1088 3750 506121
1950 3242 331039
1885 2621 64091
1053 1302 385165
1533 3536 520655
1433 2888 77561
57 597 395281
331 3949 189691
666 1075 567820
789 3883 65129
852 3632 830569
1934 3325 950162
906 2364 240398
1958 2808 50052
3843 3973 677587
981 1627 72827
2223 2542 936883
2175 2523 929214
218 3540 434640
38 328 90522
1179 1520 618154
89 504 948439
2603 3219 925344
2026 3001 167302
1053 2351 59496
2641 3331 957122
1872 3820 259696
398 703 170570
615 2269 566109
1004 1262 146437
2523 3784 679967
2290 2963 156470
1917 2729 456041
426 918 610066
80 2322 36416
962 3576 772098
698 1133 378321
746 2188 766718
456 3316 159684
1425 2069 608688
214 2205 211562
182 494 798877
1004 3575 320793
1045 4000 534062
431 3464 972384
6 3880 829697
1055 3979 178830
1800 2652 473017
1371 1467 157824
1055 2891 667893
2095 3457 610097
2010 3638 118942
887 993 142868
2032 2038 607219
95 1501 195649
831 1732 484006
2062 2528 913060
714 1710 775211
2436 3079 724677
904 3490 843920
1149 1937 279376
3598 3946 227365
1184 2540 844357
1761 3215 102746
980 3661 612598
843 982 410330
988 3723 300743
1432 2401 629456
511 1612 195891
1766 2642 159733
2562 2914 646021
2290 2863 349966
1655 1754 103149
2364 3514 742715
846 1111 802728
1709 1827 255570
391 3166 447292
1135 1566 73076
2943 3530 605938
2171 2835 203703
1084 2920 566968
941 3373 305830
1379 3259 55583
2760 3742 475449
1204 1475 656294
555 2913 826472
478 3655 469989
789 3770 983555
1198 3732 175084
2918 3136 285606
1837 2839 642689
2159 3129 558413
2387 3989 743791
1146 3573 75884
2972 3022 657440
3668 3879 584704
356 2140 784358
129 477 557147
36 1675 565230
810 3472 4499
1 1078 34687
119 2159 301815
2148 2532 188553
2072 2675 798050
1445 2912 389373
352 1112 765251
1408 3603 697606
83 1766 150083
119 3265 712109
847 3942 956918
1346 1372 637270
33 1490 287429
374 1848 245928
2753 3400 568351
803 2663 213795
2177 3014 871258
421 3428 367212
1387 2539 655294
1803 3822 751764
3002 3931 348058
347 1201 213429
380 2472 23270
2227 2253 819643
533 980 895395
884 2134 810057
310 3031 737423
90 2641 262195
1828 2205 168733
1649 1851 46888
